id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
169796,Male,45,1,21.0,0,1-2 Year,No,28280.0,124.0,30,0
46835,Male,46,1,28.0,1,1-2 Year,No,52484.0,26.0,204,0
288457,Male,46,1,24.0,0,1-2 Year,Yes,37330.0,124.0,132,0
9333,Female,27,1,35.0,1,< 1 Year,No,30222.0,152.0,253,0
154924,Female,20,1,15.0,1,< 1 Year,No,39062.0,160.0,191,0
233305,Male,50,1,41.0,0,> 2 Years,Yes,34501.0,26.0,231,1
100658,Male,47,1,45.0,0,1-2 Year,Yes,35448.0,124.0,227,0
136999,Male,55,1,47.0,1,1-2 Year,No,34283.0,124.0,223,0
311376,Male,38,1,48.0,0,1-2 Year,Yes,2630.0,26.0,146,0
466836,Female,24,1,28.0,1,< 1 Year,No,54787.0,152.0,12,0
293406,Male,24,1,21.0,1,< 1 Year,No,29801.0,152.0,79,0
40941,Female,54,1,50.0,1,1-2 Year,No,30668.0,26.0,186,0
225063,Male,61,1,37.0,1,1-2 Year,No,35115.0,153.0,102,0
402651,Male,21,1,8.0,1,< 1 Year,No,45052.0,160.0,75,0
183116,Female,40,1,28.0,1,1-2 Year,No,37525.0,26.0,166,0
67781,Male,24,1,46.0,1,< 1 Year,No,18639.0,160.0,266,0
503908,Male,32,1,28.0,1,< 1 Year,No,38962.0,152.0,58,0
207863,Male,47,1,8.0,1,1-2 Year,No,46963.0,124.0,174,0
386699,Male,30,1,46.0,1,< 1 Year,No,33677.0,152.0,32,0
375061,Female,24,1,17.0,0,< 1 Year,Yes,37938.0,157.0,219,0
366629,Female,65,1,28.0,0,1-2 Year,Yes,61380.0,26.0,22,1
356215,Male,25,1,30.0,0,< 1 Year,Yes,29701.0,152.0,121,0
76985,Male,56,1,3.0,0,1-2 Year,Yes,75240.0,26.0,161,0
285621,Male,33,1,37.0,1,< 1 Year,No,20130.0,124.0,86,0
228089,Male,25,1,41.0,0,< 1 Year,Yes,38253.0,152.0,180,0
450588,Female,25,1,29.0,1,< 1 Year,No,43621.0,152.0,296,0
137562,Female,22,1,29.0,1,< 1 Year,No,39339.0,152.0,70,0
150786,Female,28,1,14.0,1,< 1 Year,No,32704.0,152.0,141,0
205933,Female,46,1,28.0,0,1-2 Year,Yes,2630.0,122.0,196,1
201947,Female,68,1,13.0,0,1-2 Year,Yes,33303.0,26.0,275,1
269946,Male,45,1,29.0,0,1-2 Year,Yes,33948.0,124.0,136,1
504063,Female,47,1,38.0,0,1-2 Year,Yes,2630.0,26.0,131,1
229112,Female,25,1,11.0,1,< 1 Year,No,29827.0,152.0,65,0
250043,Male,24,1,8.0,1,< 1 Year,No,27750.0,152.0,35,0
375202,Male,29,1,9.0,0,1-2 Year,Yes,29809.0,155.0,281,0
314612,Female,25,1,10.0,0,< 1 Year,Yes,22637.0,152.0,233,1
340153,Male,54,1,40.0,1,1-2 Year,No,29929.0,26.0,186,0
353138,Male,57,1,28.0,0,> 2 Years,Yes,38564.0,26.0,240,1
169681,Female,24,1,8.0,1,< 1 Year,No,43974.0,152.0,216,0
3364,Male,28,1,33.0,1,< 1 Year,No,24648.0,151.0,62,0
200765,Male,31,1,50.0,0,< 1 Year,Yes,29934.0,8.0,53,0
196779,Female,46,1,28.0,0,1-2 Year,Yes,29355.0,26.0,84,0
4920,Female,25,1,36.0,1,< 1 Year,No,30756.0,152.0,255,0
277145,Female,40,1,28.0,0,1-2 Year,Yes,29040.0,111.0,138,0
126048,Male,74,1,8.0,1,1-2 Year,No,39327.0,26.0,250,0
475663,Female,45,1,8.0,0,1-2 Year,Yes,34197.0,124.0,13,1
28636,Female,43,1,30.0,0,1-2 Year,Yes,31434.0,152.0,194,0
396642,Female,22,1,28.0,1,< 1 Year,No,34914.0,152.0,80,0
504538,Male,72,1,28.0,1,1-2 Year,No,33609.0,124.0,22,0
152634,Female,24,1,28.0,0,< 1 Year,No,36105.0,152.0,256,0
338304,Male,54,1,18.0,1,1-2 Year,No,2630.0,26.0,189,0
93375,Male,39,1,35.0,0,1-2 Year,Yes,39307.0,26.0,205,0
367197,Male,48,1,28.0,1,1-2 Year,No,30478.0,26.0,242,0
184451,Female,23,1,11.0,0,< 1 Year,Yes,22142.0,152.0,119,0
310916,Male,55,1,48.0,0,1-2 Year,Yes,2630.0,26.0,51,0
339573,Female,26,1,46.0,1,< 1 Year,No,27541.0,152.0,150,0
304875,Female,30,1,7.0,0,1-2 Year,Yes,2630.0,156.0,242,1
139272,Female,25,1,11.0,1,< 1 Year,No,34486.0,152.0,195,0
65597,Male,37,1,28.0,0,1-2 Year,Yes,25051.0,124.0,111,1
51017,Female,49,1,28.0,1,1-2 Year,No,34344.0,124.0,261,0
116308,Male,75,0,28.0,0,1-2 Year,Yes,60341.0,26.0,66,0
108023,Male,27,1,18.0,1,< 1 Year,No,32552.0,152.0,92,0
148141,Male,60,1,9.0,0,1-2 Year,Yes,43476.0,124.0,45,0
43986,Male,42,1,28.0,0,1-2 Year,Yes,26522.0,26.0,49,0
44884,Female,45,1,28.0,0,1-2 Year,Yes,2630.0,158.0,164,0
304063,Male,42,1,20.0,0,1-2 Year,Yes,2630.0,124.0,228,1
343725,Female,35,1,41.0,1,1-2 Year,No,31528.0,124.0,212,0
236104,Male,25,1,36.0,1,< 1 Year,No,28677.0,152.0,179,0
202537,Male,25,1,30.0,0,< 1 Year,Yes,33611.0,152.0,132,0
425782,Male,20,1,46.0,1,< 1 Year,No,11041.0,160.0,185,0
444745,Female,30,1,3.0,1,< 1 Year,No,22178.0,152.0,222,0
393823,Female,26,1,35.0,1,< 1 Year,No,29520.0,152.0,92,0
90811,Female,22,1,25.0,1,< 1 Year,No,29263.0,152.0,160,0
108335,Female,48,1,46.0,0,1-2 Year,Yes,27139.0,26.0,217,1
487996,Female,56,1,48.0,1,1-2 Year,No,2630.0,124.0,292,0
85057,Male,52,1,2.0,0,1-2 Year,Yes,30929.0,152.0,45,0
107153,Male,54,1,30.0,0,1-2 Year,No,2630.0,124.0,21,0
73018,Female,66,1,41.0,1,1-2 Year,No,37525.0,152.0,299,0
316364,Male,46,1,8.0,0,1-2 Year,Yes,34929.0,157.0,204,1
256269,Female,22,1,28.0,0,< 1 Year,Yes,37642.0,152.0,68,0
280521,Male,64,1,8.0,0,1-2 Year,Yes,42211.0,152.0,149,1
484315,Female,22,1,4.0,1,< 1 Year,No,2630.0,152.0,33,0
68964,Male,57,1,8.0,0,1-2 Year,No,26875.0,26.0,238,0
369983,Male,45,1,28.0,0,1-2 Year,Yes,36657.0,26.0,292,0
12805,Male,25,1,36.0,0,< 1 Year,No,27036.0,152.0,155,0
175024,Male,26,1,35.0,1,< 1 Year,No,35145.0,152.0,249,0
438297,Female,41,1,28.0,0,1-2 Year,Yes,31014.0,124.0,27,1
120592,Female,27,1,46.0,0,< 1 Year,Yes,2630.0,152.0,17,0
504834,Male,34,1,41.0,0,1-2 Year,Yes,28874.0,26.0,138,1
465301,Female,46,1,28.0,1,1-2 Year,No,45394.0,52.0,182,0
440632,Male,44,1,11.0,0,1-2 Year,Yes,32633.0,26.0,51,1
143766,Male,30,1,36.0,0,< 1 Year,Yes,38484.0,152.0,67,0
5105,Male,24,1,6.0,1,< 1 Year,No,26387.0,152.0,170,0
176401,Male,54,1,29.0,0,1-2 Year,Yes,41849.0,26.0,127,1
437516,Male,23,1,11.0,1,< 1 Year,No,29421.0,152.0,165,0
503043,Male,21,1,30.0,1,< 1 Year,No,30820.0,160.0,183,0
8067,Female,31,1,41.0,1,< 1 Year,No,28876.0,152.0,80,0
361199,Female,21,1,39.0,0,< 1 Year,Yes,28404.0,152.0,115,0
443259,Male,28,1,29.0,1,< 1 Year,No,35192.0,152.0,249,0
78500,Female,45,1,8.0,0,1-2 Year,Yes,2630.0,124.0,295,0
137555,Female,27,1,48.0,1,< 1 Year,No,2630.0,152.0,162,0
8927,Male,23,1,41.0,1,< 1 Year,No,18834.0,152.0,261,0
346121,Female,34,1,46.0,1,1-2 Year,No,26228.0,152.0,132,0
79861,Female,44,1,18.0,1,1-2 Year,No,2630.0,124.0,207,0
21333,Female,48,1,15.0,1,1-2 Year,No,30155.0,124.0,25,0
237726,Male,46,1,28.0,0,1-2 Year,Yes,52047.0,26.0,260,1
309059,Female,25,1,35.0,1,< 1 Year,No,23511.0,152.0,197,0
123129,Female,54,1,28.0,0,1-2 Year,Yes,70138.0,25.0,33,0
33975,Male,63,1,30.0,0,1-2 Year,Yes,52063.0,26.0,174,0
373094,Male,24,1,29.0,1,< 1 Year,No,36482.0,152.0,185,0
429461,Male,21,1,33.0,1,< 1 Year,No,25075.0,152.0,163,0
457834,Female,38,1,28.0,0,1-2 Year,Yes,30236.0,26.0,263,1
423598,Female,42,1,28.0,0,1-2 Year,Yes,40096.0,26.0,81,1
436892,Female,28,1,14.0,1,< 1 Year,No,25425.0,152.0,92,0
272799,Male,22,1,18.0,0,< 1 Year,Yes,34472.0,152.0,192,0
320542,Female,33,1,46.0,0,1-2 Year,Yes,27910.0,155.0,86,0
130619,Male,27,1,28.0,1,< 1 Year,No,42798.0,152.0,98,0
230967,Female,20,1,44.0,1,< 1 Year,Yes,35209.0,160.0,244,0
153242,Female,40,1,46.0,0,1-2 Year,Yes,2630.0,124.0,184,0
212197,Male,34,1,4.0,0,1-2 Year,Yes,16254.0,157.0,20,1
171701,Female,40,1,23.0,0,1-2 Year,No,2630.0,124.0,94,0
272955,Female,22,1,11.0,1,< 1 Year,No,26810.0,152.0,23,0
244177,Female,62,1,28.0,0,1-2 Year,No,299410.0,26.0,219,0
91955,Female,34,1,37.0,1,1-2 Year,No,20684.0,152.0,77,0
314923,Male,22,1,15.0,1,< 1 Year,Yes,30212.0,152.0,160,0
213961,Male,53,1,28.0,1,1-2 Year,No,41588.0,26.0,143,0
207253,Male,20,1,45.0,1,< 1 Year,No,25461.0,160.0,80,0
195910,Female,22,1,50.0,0,< 1 Year,Yes,2630.0,160.0,242,0
141236,Female,24,1,29.0,1,< 1 Year,No,33063.0,152.0,171,0
359305,Male,41,1,28.0,0,1-2 Year,Yes,27392.0,163.0,35,0
257368,Female,33,1,41.0,1,1-2 Year,No,18840.0,26.0,191,0
273926,Male,47,1,3.0,0,1-2 Year,Yes,28989.0,124.0,38,0
311657,Female,56,1,28.0,1,1-2 Year,No,45884.0,125.0,163,0
478391,Male,28,1,14.0,1,< 1 Year,No,30576.0,26.0,57,0
62981,Male,25,1,37.0,1,< 1 Year,No,41743.0,152.0,80,0
154481,Male,42,1,28.0,0,1-2 Year,Yes,40195.0,13.0,130,0
225033,Female,24,1,50.0,1,< 1 Year,No,41444.0,152.0,263,0
363137,Male,77,1,20.0,0,1-2 Year,Yes,2630.0,124.0,249,0
105183,Male,45,1,28.0,1,1-2 Year,No,50572.0,26.0,173,0
243062,Female,74,1,18.0,0,1-2 Year,Yes,30090.0,26.0,19,0
426933,Male,57,1,35.0,1,1-2 Year,No,27413.0,152.0,162,0
362444,Male,50,1,49.0,1,1-2 Year,No,28063.0,122.0,168,0
33293,Male,40,1,28.0,0,1-2 Year,Yes,40815.0,26.0,42,1
108201,Male,51,1,20.0,0,1-2 Year,Yes,2630.0,26.0,259,1
143084,Male,39,1,10.0,0,1-2 Year,Yes,29217.0,26.0,172,1
75570,Female,24,1,8.0,1,< 1 Year,No,36275.0,152.0,265,0
133857,Male,80,1,28.0,0,1-2 Year,Yes,45809.0,52.0,222,0
329867,Male,50,1,41.0,0,1-2 Year,Yes,23608.0,124.0,175,0
369699,Male,72,1,30.0,1,1-2 Year,No,32165.0,26.0,271,0
204946,Female,23,1,28.0,1,< 1 Year,No,44069.0,152.0,128,0
486698,Male,27,1,28.0,1,< 1 Year,No,31907.0,152.0,30,0
374273,Female,37,1,28.0,0,1-2 Year,No,36139.0,26.0,65,0
231366,Female,23,1,41.0,1,< 1 Year,No,81329.0,152.0,123,0
334504,Female,80,1,10.0,1,< 1 Year,No,2630.0,1.0,181,0
28442,Male,20,1,50.0,0,< 1 Year,Yes,31213.0,160.0,89,0
146022,Male,58,1,28.0,0,1-2 Year,Yes,48642.0,26.0,108,0
133690,Female,27,1,28.0,1,< 1 Year,No,37847.0,152.0,37,0
142830,Female,23,1,41.0,0,< 1 Year,No,30055.0,152.0,127,0
6020,Female,80,1,48.0,1,1-2 Year,No,2630.0,15.0,260,0
74436,Female,43,1,47.0,0,1-2 Year,Yes,2630.0,160.0,37,0
188548,Male,41,1,28.0,0,> 2 Years,Yes,24778.0,26.0,239,1
361756,Male,48,1,28.0,0,1-2 Year,Yes,26300.0,124.0,150,1
79878,Male,50,1,13.0,0,1-2 Year,No,18467.0,26.0,198,0
493220,Male,31,1,8.0,0,< 1 Year,Yes,26718.0,163.0,244,1
20041,Male,42,1,28.0,0,1-2 Year,Yes,2630.0,157.0,256,0
76418,Male,25,1,30.0,1,< 1 Year,No,30495.0,152.0,96,0
14993,Male,67,1,8.0,0,1-2 Year,Yes,48048.0,120.0,103,0
44002,Female,39,1,46.0,0,1-2 Year,Yes,38148.0,124.0,32,1
373024,Male,24,1,14.0,1,< 1 Year,No,2630.0,160.0,244,0
217303,Male,33,1,28.0,1,< 1 Year,No,35487.0,152.0,174,0
95910,Female,43,1,7.0,0,> 2 Years,Yes,36302.0,124.0,170,0
310008,Male,24,1,45.0,1,1-2 Year,No,2630.0,156.0,66,0
58324,Female,42,1,9.0,0,1-2 Year,Yes,31652.0,124.0,26,0
45759,Male,30,1,41.0,1,< 1 Year,No,31470.0,152.0,101,0
323027,Male,70,1,33.0,0,1-2 Year,Yes,34427.0,26.0,195,0
446862,Female,24,1,8.0,1,< 1 Year,No,53450.0,152.0,109,0
231326,Male,24,1,28.0,1,< 1 Year,No,44161.0,152.0,127,0
270642,Male,23,1,29.0,1,< 1 Year,No,45336.0,152.0,72,0
284570,Male,37,1,49.0,0,1-2 Year,Yes,32413.0,154.0,292,1
198653,Male,55,1,47.0,0,1-2 Year,Yes,36957.0,26.0,173,0
80395,Female,35,1,2.0,1,1-2 Year,No,36760.0,12.0,95,0
240275,Female,72,1,28.0,1,1-2 Year,No,51535.0,26.0,60,0
404601,Male,71,1,47.0,1,1-2 Year,No,43977.0,26.0,166,0
1959,Female,22,1,9.0,0,< 1 Year,No,33229.0,152.0,298,0
168687,Female,58,1,20.0,0,> 2 Years,Yes,2630.0,163.0,267,0
187254,Male,23,1,8.0,1,< 1 Year,No,30811.0,152.0,222,0
245284,Female,46,1,28.0,0,1-2 Year,Yes,40550.0,124.0,282,0
335184,Male,29,1,21.0,1,< 1 Year,No,27037.0,152.0,275,0
99282,Male,46,1,15.0,0,1-2 Year,Yes,40754.0,124.0,190,0
500298,Male,31,1,34.0,1,< 1 Year,No,26235.0,152.0,187,0
496739,Male,46,1,8.0,0,1-2 Year,Yes,2630.0,26.0,112,1
215151,Female,28,1,16.0,1,< 1 Year,No,2630.0,152.0,270,0
249034,Female,24,1,6.0,1,< 1 Year,No,30644.0,152.0,155,0
208126,Male,46,1,28.0,0,1-2 Year,Yes,41099.0,26.0,67,0
155027,Female,26,1,28.0,1,< 1 Year,No,56163.0,152.0,147,0
289502,Female,38,1,28.0,0,1-2 Year,Yes,34308.0,124.0,292,0
5167,Female,20,1,22.0,0,< 1 Year,Yes,39019.0,160.0,252,0
237458,Female,45,1,8.0,0,1-2 Year,Yes,41262.0,124.0,145,1
152269,Male,45,1,28.0,0,1-2 Year,No,26021.0,26.0,170,0
355094,Male,31,1,18.0,1,< 1 Year,No,23531.0,152.0,284,0
200679,Male,45,1,41.0,0,1-2 Year,Yes,29967.0,26.0,114,1
68979,Male,49,1,35.0,0,1-2 Year,Yes,28537.0,124.0,213,1
277688,Male,46,1,41.0,0,1-2 Year,No,34292.0,26.0,45,0
92678,Male,41,1,28.0,0,1-2 Year,Yes,2630.0,26.0,265,1
8693,Male,50,1,28.0,1,1-2 Year,No,50223.0,26.0,57,0
77107,Female,78,1,11.0,0,1-2 Year,Yes,48351.0,26.0,286,0
379568,Male,47,1,38.0,1,1-2 Year,No,32414.0,26.0,231,0
49738,Male,25,1,30.0,1,< 1 Year,No,30363.0,152.0,255,0
422582,Female,24,1,21.0,1,< 1 Year,No,35315.0,152.0,159,0
369579,Male,22,1,22.0,1,< 1 Year,No,38352.0,152.0,40,0
355202,Male,52,1,48.0,0,1-2 Year,Yes,2630.0,124.0,169,0
348239,Male,28,1,15.0,1,< 1 Year,No,26474.0,152.0,82,0
323250,Male,63,1,28.0,0,> 2 Years,Yes,38703.0,26.0,297,0
197157,Male,21,1,28.0,0,< 1 Year,Yes,32306.0,160.0,231,0
270369,Male,26,1,35.0,1,< 1 Year,No,24475.0,151.0,56,0
397086,Female,30,1,35.0,0,< 1 Year,Yes,26385.0,124.0,95,1
199856,Female,22,1,8.0,0,< 1 Year,Yes,39062.0,152.0,128,0
359296,Male,22,1,28.0,0,< 1 Year,Yes,59001.0,152.0,159,0
244050,Male,31,1,28.0,0,< 1 Year,Yes,31931.0,154.0,136,1
250969,Female,44,1,41.0,1,1-2 Year,No,35707.0,124.0,111,0
141835,Male,62,1,8.0,0,1-2 Year,Yes,2630.0,152.0,53,0
317666,Male,22,1,36.0,0,< 1 Year,Yes,35617.0,152.0,164,0
56856,Female,24,1,18.0,1,< 1 Year,No,26569.0,152.0,250,0
316229,Male,74,1,46.0,1,1-2 Year,No,25310.0,11.0,166,0
164959,Female,44,1,28.0,0,1-2 Year,Yes,32299.0,26.0,293,0
344056,Female,32,1,38.0,0,1-2 Year,Yes,2630.0,156.0,281,0
302129,Female,53,1,28.0,0,> 2 Years,Yes,45129.0,52.0,233,1
460929,Male,24,1,41.0,0,< 1 Year,Yes,45453.0,156.0,118,1
271678,Male,53,1,41.0,0,1-2 Year,Yes,32710.0,26.0,78,0
312520,Male,40,1,28.0,0,1-2 Year,Yes,29436.0,124.0,152,1
211199,Female,25,1,41.0,1,< 1 Year,No,29249.0,152.0,191,0
396143,Female,58,1,28.0,0,1-2 Year,Yes,53029.0,26.0,23,1
178623,Male,23,1,41.0,1,< 1 Year,No,42271.0,153.0,208,0
327730,Female,22,1,36.0,1,< 1 Year,No,38097.0,152.0,292,0
153731,Male,41,1,28.0,0,1-2 Year,Yes,34975.0,26.0,137,1
478918,Female,21,1,8.0,1,< 1 Year,No,33249.0,160.0,77,0
495222,Male,38,1,28.0,0,1-2 Year,Yes,33807.0,124.0,61,1
390729,Female,43,1,37.0,0,1-2 Year,Yes,2630.0,26.0,48,1
73129,Male,38,1,28.0,0,1-2 Year,Yes,53072.0,152.0,215,1
179193,Male,23,1,8.0,1,< 1 Year,No,33399.0,152.0,270,0
298883,Male,44,1,8.0,1,1-2 Year,No,43087.0,124.0,18,0
76298,Male,65,1,28.0,1,1-2 Year,No,56480.0,26.0,152,0
109738,Female,71,1,50.0,0,1-2 Year,Yes,25140.0,30.0,135,0
451700,Male,53,1,15.0,1,1-2 Year,No,2630.0,26.0,16,0
294557,Male,26,1,28.0,1,< 1 Year,No,43762.0,152.0,43,0
158940,Male,22,1,47.0,0,< 1 Year,Yes,30034.0,152.0,157,0
237545,Male,61,1,28.0,0,1-2 Year,Yes,35882.0,26.0,251,0
352896,Female,47,1,38.0,0,1-2 Year,Yes,2630.0,156.0,185,0
341547,Female,29,1,28.0,0,< 1 Year,Yes,76863.0,152.0,65,0
225817,Male,26,1,3.0,1,< 1 Year,No,42263.0,151.0,140,0
273717,Male,24,1,8.0,0,< 1 Year,Yes,48712.0,152.0,86,0
416781,Male,55,1,20.0,1,1-2 Year,No,2630.0,103.0,207,0
143105,Male,29,1,47.0,0,< 1 Year,Yes,30830.0,152.0,73,0
109099,Female,44,1,48.0,1,1-2 Year,No,2630.0,15.0,277,0
34912,Female,39,1,28.0,1,1-2 Year,No,46310.0,26.0,168,0
100943,Female,29,1,28.0,1,< 1 Year,No,51230.0,152.0,145,0
475981,Female,23,1,15.0,1,< 1 Year,No,31413.0,152.0,86,0
344842,Female,47,1,28.0,0,1-2 Year,Yes,2630.0,125.0,212,0
237480,Female,25,1,29.0,1,< 1 Year,No,40598.0,152.0,80,0
348202,Male,34,1,15.0,0,1-2 Year,Yes,2630.0,160.0,100,0
122513,Male,25,1,28.0,0,< 1 Year,Yes,35602.0,160.0,99,0
85062,Female,48,1,28.0,0,1-2 Year,Yes,37817.0,124.0,206,0
15401,Male,27,1,0.0,1,< 1 Year,No,2630.0,152.0,249,0
431491,Male,32,1,30.0,1,< 1 Year,No,21617.0,152.0,30,0
42594,Male,28,1,28.0,1,< 1 Year,No,28366.0,152.0,33,0
461155,Male,28,1,24.0,1,< 1 Year,No,42201.0,152.0,25,0
472898,Male,74,1,28.0,1,1-2 Year,No,57888.0,26.0,134,0
302363,Female,31,1,8.0,1,< 1 Year,No,155184.0,152.0,243,0
322724,Male,27,1,23.0,0,1-2 Year,Yes,29540.0,163.0,139,0
235296,Female,55,1,36.0,0,1-2 Year,Yes,2630.0,124.0,89,0
82658,Female,21,1,28.0,1,< 1 Year,No,41347.0,152.0,126,0
52767,Male,51,1,8.0,1,1-2 Year,No,41533.0,124.0,133,0
172616,Male,58,1,33.0,0,> 2 Years,Yes,41818.0,124.0,288,0
288780,Male,39,1,48.0,1,1-2 Year,Yes,2630.0,124.0,66,0
362076,Male,25,1,35.0,1,< 1 Year,No,26201.0,152.0,15,0
443234,Female,42,1,28.0,0,1-2 Year,Yes,33952.0,26.0,115,1
10547,Male,63,1,46.0,1,1-2 Year,No,34863.0,122.0,15,0
380494,Female,36,1,28.0,0,1-2 Year,Yes,2630.0,124.0,80,0
325030,Male,26,1,2.0,1,< 1 Year,No,28705.0,26.0,242,0
175307,Female,69,1,28.0,1,1-2 Year,No,54735.0,122.0,110,1
141758,Male,25,1,50.0,1,< 1 Year,No,40537.0,152.0,35,0
275708,Female,74,1,28.0,0,> 2 Years,Yes,110410.0,3.0,194,1
374993,Male,56,1,29.0,0,1-2 Year,Yes,2630.0,26.0,174,0
430413,Male,41,1,19.0,0,1-2 Year,Yes,28693.0,155.0,247,1
24501,Female,20,1,3.0,0,< 1 Year,Yes,2630.0,160.0,204,0
482692,Female,31,1,5.0,1,< 1 Year,No,35025.0,152.0,104,0
482541,Male,34,1,28.0,1,1-2 Year,No,70208.0,152.0,280,0
144038,Male,38,1,8.0,1,1-2 Year,No,2630.0,152.0,267,0
412183,Male,41,1,4.0,0,1-2 Year,Yes,31722.0,124.0,131,1
162948,Male,42,1,48.0,1,1-2 Year,No,2630.0,124.0,223,0
32051,Female,28,1,49.0,0,< 1 Year,Yes,2630.0,160.0,157,0
64482,Female,20,1,47.0,0,< 1 Year,Yes,27890.0,160.0,198,0
263903,Female,25,1,15.0,0,< 1 Year,Yes,35316.0,152.0,71,0
70666,Female,29,1,35.0,1,< 1 Year,No,22844.0,152.0,112,0
30810,Male,61,1,28.0,0,1-2 Year,Yes,61604.0,124.0,160,0
379779,Male,56,1,28.0,0,1-2 Year,Yes,52271.0,26.0,242,0
336103,Female,45,1,28.0,0,> 2 Years,Yes,2630.0,26.0,193,1
58888,Female,23,1,28.0,1,< 1 Year,No,40952.0,152.0,267,0
311315,Male,57,1,28.0,0,1-2 Year,Yes,44801.0,26.0,202,0
103425,Female,42,1,28.0,0,1-2 Year,Yes,2630.0,124.0,26,1
355329,Male,71,1,50.0,1,1-2 Year,No,48105.0,26.0,99,0
109629,Female,28,1,46.0,1,< 1 Year,No,2630.0,152.0,110,0
277397,Male,60,1,28.0,0,1-2 Year,Yes,58656.0,124.0,62,0
396502,Male,47,1,28.0,0,1-2 Year,Yes,37214.0,26.0,31,1
152870,Female,33,1,9.0,1,< 1 Year,No,35222.0,152.0,32,0
429215,Male,25,1,6.0,1,< 1 Year,No,31758.0,151.0,132,0
152161,Male,26,1,41.0,1,< 1 Year,No,28036.0,152.0,61,0
500428,Female,25,1,28.0,1,< 1 Year,No,23477.0,152.0,110,0
283767,Male,44,1,28.0,0,1-2 Year,Yes,29917.0,124.0,125,0
202946,Male,24,1,41.0,1,< 1 Year,No,25538.0,152.0,141,0
395738,Male,57,1,47.0,1,1-2 Year,No,24372.0,16.0,142,0
160918,Male,25,1,35.0,1,< 1 Year,No,26080.0,152.0,104,0
24358,Female,21,1,33.0,1,< 1 Year,No,31598.0,152.0,101,0
113774,Male,59,1,29.0,0,1-2 Year,Yes,33995.0,26.0,73,0
102048,Female,21,1,9.0,0,< 1 Year,Yes,25170.0,160.0,182,0
190737,Female,50,1,28.0,1,1-2 Year,No,45154.0,124.0,181,0
149435,Male,24,1,8.0,1,< 1 Year,No,33129.0,152.0,73,0
149082,Male,34,1,19.0,0,1-2 Year,Yes,2630.0,157.0,129,0
89173,Male,58,1,11.0,0,1-2 Year,Yes,33440.0,26.0,137,0
141100,Male,24,1,37.0,0,< 1 Year,No,31368.0,152.0,289,0
245,Female,39,1,46.0,0,1-2 Year,No,35145.0,26.0,116,0
8214,Female,62,1,28.0,1,1-2 Year,Yes,37514.0,26.0,10,0
49372,Female,46,1,28.0,0,1-2 Year,Yes,40458.0,122.0,10,0
55001,Male,42,1,28.0,0,1-2 Year,Yes,39488.0,26.0,17,0
374861,Female,23,1,36.0,0,< 1 Year,Yes,2630.0,152.0,282,0
68891,Female,67,1,28.0,0,> 2 Years,Yes,41063.0,26.0,113,0
245949,Male,23,1,36.0,1,< 1 Year,No,38941.0,152.0,298,0
270936,Male,40,1,28.0,1,1-2 Year,Yes,2630.0,158.0,41,0
326122,Female,22,1,15.0,1,< 1 Year,No,50943.0,153.0,243,0
91945,Male,58,1,50.0,0,1-2 Year,Yes,34763.0,124.0,209,0
433364,Female,46,1,46.0,1,1-2 Year,No,30818.0,26.0,97,0
141914,Female,45,1,28.0,1,1-2 Year,No,35449.0,26.0,77,0
92944,Male,35,1,20.0,0,1-2 Year,Yes,2630.0,15.0,237,0
255104,Female,21,1,50.0,0,< 1 Year,No,35395.0,152.0,108,0
123755,Male,44,1,20.0,0,1-2 Year,Yes,2630.0,26.0,87,0
422960,Female,33,1,46.0,0,1-2 Year,Yes,48956.0,154.0,285,1
420992,Male,38,1,28.0,0,1-2 Year,Yes,45977.0,163.0,185,1
283338,Male,59,1,28.0,1,1-2 Year,No,42353.0,26.0,22,0
361232,Male,21,1,12.0,1,< 1 Year,No,32999.0,160.0,125,0
485103,Male,48,1,17.0,1,1-2 Year,No,28347.0,26.0,47,0
67410,Female,25,1,11.0,1,< 1 Year,No,29824.0,152.0,103,0
243227,Male,27,1,29.0,1,< 1 Year,No,2630.0,152.0,42,0
242298,Male,49,1,50.0,0,1-2 Year,Yes,25207.0,124.0,70,0
175541,Male,25,1,30.0,1,< 1 Year,No,2630.0,152.0,32,0
192488,Female,24,1,2.0,0,< 1 Year,Yes,25353.0,152.0,110,0
391904,Female,29,1,18.0,1,< 1 Year,No,30279.0,152.0,65,0
224675,Male,52,1,9.0,0,1-2 Year,Yes,36394.0,124.0,289,0
311931,Female,26,1,28.0,1,< 1 Year,No,36648.0,152.0,45,0
124725,Male,77,1,19.0,0,> 2 Years,Yes,35164.0,124.0,263,0
139028,Female,27,1,28.0,1,< 1 Year,Yes,34060.0,26.0,116,0
132511,Male,63,1,8.0,0,1-2 Year,Yes,39148.0,7.0,156,0
73290,Male,42,1,14.0,0,1-2 Year,Yes,27271.0,157.0,90,0
354036,Female,25,1,6.0,1,< 1 Year,No,24365.0,152.0,148,0
88090,Male,21,1,46.0,1,< 1 Year,No,35810.0,152.0,286,0
254714,Female,26,1,13.0,1,< 1 Year,No,29899.0,152.0,248,0
377307,Female,23,1,15.0,1,< 1 Year,No,38328.0,152.0,207,0
282097,Female,53,1,28.0,0,1-2 Year,Yes,37530.0,124.0,183,0
